"gamma","epsilon","c","test_r2"
"0.013643801","0.26214692","0.042155027","-0.25076907319229425"
"0.7103981","0.031372197","0.06713572","-0.25077345511147264"
"0.123641126","0.25474903","0.015385139","-0.2507966406198787"
"0.014333943","0.25310856","0.12649181","-0.2508231848631495"
"0.10258117","0.21656996","0.09942719","-0.2508577671191341"
"0.018391011","0.21188825","0.60799974","-0.2508640612022648"
"0.28021744","0.12902541","0.11155021","-0.2509066328055747"
"0.028767725","0.23837249","0.13295637","-0.25091191725790973"
"1.8971233","0.11615105","0.019788781","-0.25092954228915465"
"1.8317277","0.010530473","0.026452763","-0.250939681288191"
"0.011566912","0.24832104","0.027673729","-0.2509707926614291"
"0.010990729","0.09575243","3.4046156","-0.2509902161033861"
"0.7464199","0.012610292","0.059783418","-0.25101145185926743"
"0.011750615","0.03085427","3.6111486","-0.25103973334150154"
"0.02043112","0.15193252","1.105184","-0.2510480849815089"
"0.08335848","0.010581427","0.5033961","-0.25109011361702804"
"0.25585124","0.012046308","0.16403683","-0.25112170027715686"
"0.130193","0.20430979","0.0534697","-0.2512033138016947"
"0.6484385","0.12057462","0.042019192","-0.2512729513963714"
"0.09987713","0.019749882","0.39475623","-0.25129092220123717"
"2.6347618","0.10249113","0.013397859","-0.2513009558815469"
"0.053339127","0.11204739","0.52202785","-0.25130246600304207"
"0.050381","0.08380057","0.684195","-0.2513207975417424"
"0.15983434","0.20088965","0.03433244","-0.2513313440847864"
"0.02393065","0.016281765","1.6078876","-0.2513519167424314"
"0.26098603","0.14267948","0.07528185","-0.2513520953830255"
"1.1084312","0.12887055","0.021535162","-0.2513748319766278"
"0.32515928","0.1772004","0.031339064","-0.2514007594877645"
"0.071651414","0.20308448","0.05084487","-0.25140171682708834"
"0.14446992","0.19998191","0.02866313","-0.25141741042497845"
"0.011972038","0.025560308","3.1177433","-0.251440169877734"
"0.22113135","0.017754853","0.17026465","-0.25144974142031096"
"0.06971304","0.20899528","0.01638954","-0.2514594430648689"
"0.012961464","0.18719055","0.4982729","-0.25146103954688326"
"76.429924","0.016465766","0.010712717","-0.25148660888138585"
"2.3253121","0.10046735","0.01299605","-0.25154233971126017"
"0.032398697","0.19577685","0.08651059","-0.25154702557646647"
"1.1355716","0.14999585","0.013176894","-0.25155025628255645"
"0.029187616","0.011629692","1.2047141","-0.2516124553075314"
"0.059086986","0.18109131","0.08345828","-0.2516293026499663"
"0.0633245","0.10604364","0.36933622","-0.2516311539499225"
"0.015218474","0.19164003","0.067311704","-0.25170163045095895"
"0.16691677","0.08875043","0.1554131","-0.2517347206674516"
"0.056439456","0.17108715","0.073312275","-0.25180912668983435"
"0.06955534","0.016118482","0.45688787","-0.2518832906633688"
"0.021727908","0.17554063","0.05105131","-0.25191581886514247"
"0.012616506","0.17843847","0.0122755","-0.25193164056878925"
"0.29165527","0.039019905","0.106534325","-0.25196922150162315"
"0.010212664","0.17293148","0.055877026","-0.25198109014348313"
"0.10405262","0.07119651","0.24568018","-0.251989204719842"
"0.11843673","0.101699054","0.1513676","-0.25199516632042673"
"0.05449736","0.13856888","0.15170065","-0.2520232219606606"
"0.13893835","0.12744166","0.07667972","-0.2520457915711827"
"0.2712502","0.15676755","0.012607728","-0.25204601928365333"
"0.020465368","0.019951915","1.4395136","-0.2520581114717009"
"0.040832624","0.1636322","0.035228215","-0.25205960734766286"
"0.057528425","0.12063762","0.19821423","-0.25209409363264257"
"0.012442227","0.15990601","0.13760379","-0.2520949999780804"
"0.037453152","0.012713835","0.76454073","-0.25212499526667"
"0.0126934","0.026791174","2.2116454","-0.25216585717384143"
"1.1093019","0.09971725","0.0143232","-0.2521854047413601"
"0.05500751","0.10919293","0.2219344","-0.25220534140442763"
"0.5718612","0.03318093","0.04894685","-0.2522412395228508"
"0.018455055","0.0224167","1.4385726","-0.2522861027341974"
"0.06718052","0.041277993","0.39179757","-0.2523097296904122"
"0.022185918","0.14256544","0.06534866","-0.2523455517040929"
"0.043276023","0.1380732","0.05025569","-0.252366670245437"
"0.018546691","0.07494344","0.88453925","-0.2524379539882997"
"0.054255053","0.046601463","0.4124966","-0.25249609691360786"
"0.018183935","0.13566808","0.01785247","-0.2525017131529612"
"0.08389046","0.084191956","0.15469626","-0.25250464365211145"
"0.133087","0.08857891","0.089008115","-0.252509305931663"
"0.14524075","0.07462074","0.104895085","-0.25251369051456307"
"0.023314517","0.062486086","0.714617","-0.252593866191807"
"0.58585083","0.07767101","0.02251761","-0.2526035964605331"
"0.016005065","0.05266734","1.1203728","-0.2526569451461771"
"0.030629987","0.039938577","0.67669785","-0.2526766809853922"
"1.07833","0.058971766","0.015649665","-0.25268789550349746"
"1.4598944","0.013215013","0.015881019","-0.2526927759768498"
"0.011827992","0.011973141","1.7788398","-0.25271760090416007"
"1.1486752","0.010033661","0.018994002","-0.25276368351321943"
"0.040162116","0.06774008","0.30341545","-0.25277077279759097"
"0.29654887","0.019199219","0.06966202","-0.2527737366697771"
"0.08131557","0.07620843","0.12080892","-0.252787406525389"
"0.1391749","0.028945694","0.1435593","-0.25281217022443947"
"0.031241775","0.10163821","0.09427424","-0.2528200903515627"
"0.06533665","0.095001265","0.063622735","-0.25284390161654424"
"0.03908723","0.06589071","0.2722471","-0.2528814337271781"
"1.4220872","0.03113299","0.014418949","-0.2528833533400372"
"0.25914907","0.034027822","0.07015171","-0.25291226802815525"
"0.05303536","0.013096111","0.34003818","-0.2529568495211165"
"0.05835386","0.09452057","0.03294352","-0.25297384627172104"
"0.2458694","0.019528463","0.07253088","-0.2529879059182636"
"0.16311271","0.030474162","0.10772659","-0.25298833821694333"
"0.018406892","0.03482575","0.82943815","-0.2530480609243273"
"0.015837623","0.083628036","0.17176184","-0.2530778357047083"
"0.01392199","0.06488952","0.4925442","-0.2531039458099873"
"0.11638142","0.06778242","0.052302375","-0.2531093025918194"
"0.013503504","0.09000147","0.029554013","-0.2531196511249745"
"0.026962886","0.081150755","0.07584823","-0.25314912040557647"
"0.06371157","0.06814205","0.07466975","-0.2531768082848269"
"0.1095412","0.056262676","0.06958966","-0.2531816117531418"
"0.021895781","0.07737794","0.10097027","-0.25319131857686616"
"0.011745574","0.017656874","1.2582952","-0.2532090281923727"
"0.026729522","0.023299007","0.5505023","-0.25321509465073255"
"0.2465892","0.028963376","0.05300756","-0.25325976936829786"
"0.17811207","0.031981677","0.06867501","-0.2532616766112541"
"0.054607082","0.044883754","0.16108136","-0.2532705057950748"
"0.13793555","0.026736956","0.09517097","-0.25328232528375016"
"0.10237097","0.06844536","0.02701397","-0.25328311762729805"
"0.055768315","0.059840847","0.08314309","-0.25329655153829167"
"0.013200814","0.015658414","1.0244036","-0.253307770530274"
"0.019216785","0.07432217","0.026316177","-0.2533274762741893"
"0.04707029","0.04250203","0.1741374","-0.25333599368489046"
"0.013528201","0.07411991","0.012654981","-0.253351411293838"
"0.022141082","0.034586348","0.43900892","-0.25335885329606667"
"0.045617774","0.028711563","0.2216334","-0.2534182219244956"
"0.35197932","0.02874782","0.029205728","-0.253418897641255"
"0.19642356","0.052443396","0.02152547","-0.2534220742211295"
"0.023063567","0.044177","0.19749439","-0.2535142701701254"
"0.05243105","0.022553332","0.17235473","-0.25356188993726425"
"0.04774613","0.051054988","0.028761012","-0.25359688283143345"
"0.8864113","0.019406075","0.010663427","-0.25360775496134713"
"0.08565346","0.020458085","0.1013858","-0.2536109913321287"
"0.48281586","0.026558744","0.014950388","-0.25361816613544375"
"0.042421155","0.029255413","0.14621872","-0.25362697665135725"
"0.11655224","0.020395072","0.07111342","-0.25363456780437854"
"0.020489426","0.03063993","0.26783258","-0.25364725227431806"
"0.14550382","0.046642315","0.010689764","-0.25364751632576277"
"0.27198973","0.021596191","0.02809196","-0.2536578279453672"
"0.035583705","0.029503841","0.15684667","-0.2536578713220734"
"0.023286628","0.0284624","0.24910541","-0.2536596740406072"
"0.050542414","0.043183707","0.042572822","-0.253661212325458"
"0.022888104","0.0423526","0.098005205","-0.25366725202828877"
"0.0106473975","0.027474878","0.5158249","-0.253690016427047"
"0.03779395","0.017957479","0.1991864","-0.25370774626048287"
"0.013084364","0.045223195","0.060149025","-0.2537087823796431"
"0.11718503","0.023152048","0.052232277","-0.2537163773115858"
"0.0956864","0.03643196","0.02824065","-0.25372329049922904"
"0.010933827","0.043644685","0.07682857","-0.2537273816708019"
"0.03561738","0.03531295","0.06753208","-0.2537544616597416"
"0.036079712","0.025911113","0.12634361","-0.2537635706092296"
"0.034040805","0.03473826","0.06894937","-0.2537655407720423"
"0.11188818","0.03315209","0.024385825","-0.25376675232275736"
"0.0133549","0.035553146","0.15471321","-0.25376979574086844"
"0.40579727","0.024201185","0.012053399","-0.25377450125652223"
"0.16217183","0.01697213","0.040480837","-0.25377727445355336"
"0.01614673","0.04120618","0.0155589","-0.2537933492909241"
"0.061238606","0.016127545","0.104037985","-0.2537973040346324"
"0.020280631","0.035511076","0.074971564","-0.25380068521715615"
"0.013688376","0.030685505","0.18903625","-0.25380732189339117"
"0.27821574","0.028747488","0.010743516","-0.25381415948226693"
"0.012021924","0.037986737","0.013518266","-0.2538446949646431"
"0.14543886","0.027430281","0.018359255","-0.25384837522110626"
"0.034562845","0.031876117","0.04369445","-0.25385094699589117"
"0.12626056","0.027100468","0.021292245","-0.25385169353059633"
"0.07564198","0.030840224","0.020773318","-0.25386191057923746"
"0.03778388","0.010864945","0.14259955","-0.25392308418626786"
"0.047599062","0.0132137565","0.10038958","-0.2539249363044094"
"0.09428221","0.020484101","0.03149568","-0.25392624660370977"
"0.031134479","0.024937032","0.058369197","-0.2539286400816554"
"0.010423794","0.027995113","0.07514195","-0.2539441349778544"
"0.012854029","0.027608965","0.060442362","-0.253949748720105"
"0.020128453","0.025753941","0.022746202","-0.2539928200540684"
"0.010597992","0.024936069","0.049563553","-0.2540002172600473"
"0.014154118","0.024227813","0.012935751","-0.2540288773609245"
"0.025772098","0.021187421","0.035933543","-0.2540292106770028"
"0.018231262","0.022811553","0.012667658","-0.25404559237393376"
"0.010168141","0.019221356","0.08457683","-0.25405968202593865"
"0.034189906","0.01178392","0.071047336","-0.2540743795293363"
"0.15693507","0.012907646","0.011035876","-0.25409841596626936"
"0.10587745","0.013678545","0.013930683","-0.2541017060727335"
"0.025168011","0.013275142","0.03826908","-0.25413519824765984"
"0.050432608","0.013081772","0.016891135","-0.25414407851060994"
"0.01267919","0.0128566045","0.06263152","-0.2541502629732011"
"0.054226473","0.011460934","0.017518703","-0.25416081318023087"
"0.028729672","0.0132454615","0.013451896","-0.2541675923657971"
"0.018488416","0.011938468","0.030402597","-0.2541756728500453"
"0.014256637","0.013092413","0.017765794","-0.25417704362982074"
"0.04413607","0.011917303","0.010854143","-0.25418060672632237"
